questionnaire_id,WS,type,category_ja,category_en,definition_ja1,definition_ja2,definition_en,WG
M9,item_384,word,日課とあいさつ,games_routines,おしまい,oshimai,end,NA
M10,item_385,word,日課とあいさつ,games_routines,おはよう,ohayou,good_morning,NA
M11,item_386,word,日課とあいさつ,games_routines,おふろ（入浴）,ofuro,bath,NA
M12,item_387,word,日課とあいさつ,games_routines,おやすみ,oyasumi,good_night,NA
M13,item_388,word,日課とあいさつ,games_routines,おやつ,oyatsu,snack,NA
M14,item_389,word,日課とあいさつ,games_routines,ごちそうさま,gochisousama,thank_you_for_the_meal,NA
M15,item_390,word,日課とあいさつ,games_routines,ごはん（食事）,gohan,meal,NA
M16,item_391,word,日課とあいさつ,games_routines,ごめんなさい,gomennasai,sorry,NA
M17,item_392,word,日課とあいさつ,games_routines,こんにちは,konnichiwa,hello,NA
M18,item_393,word,日課とあいさつ,games_routines,シー（静かに）,shii,shush,NA
M19,item_394,word,日課とあいさつ,games_routines,じゃんけんぽん,jankenpon,rock_paper_scissors,NA
M20,item_395,word,日課とあいさつ,games_routines,だめ,dame,no_good,NA
M21,item_396,word,日課とあいさつ,games_routines,ちょうだい,choudai,give_me,NA
M22,item_397,word,日課とあいさつ,games_routines,どうぞ,douzo,here_you_are,NA
M23,item_398,word,日課とあいさつ,games_routines,はい,hai,yes,NA
M24,item_399,word,日課とあいさつ,games_routines,バイバイ,baibai,bye_bye,NA
M25,item_400,word,日課とあいさつ,games_routines,はみがき（歯磨き）,hamigaki,teethbrushing,NA
N1,item_401,word,動作語,action_words,あがる,agaru,go_up,NA
N2,item_402,word,動作語,action_words,あける（開ける）,akeru,open,NA
N3,item_403,word,動作語,action_words,あげる,ageru,rise,NA
N4,item_404,word,動作語,action_words,あそぶ（遊ぶ）,asobu,play,NA
N5,item_405,word,動作語,action_words,あらう（洗う）,arau,wash,NA
N6,item_406,word,動作語,action_words,ある,aru,exist,NA
N7,item_407,word,動作語,action_words,あるく（歩く）,aruku,walk,NA
N8,item_408,word,動作語,action_words,いう（言う）,iu,say,NA
N9,item_409,word,動作語,action_words,行く,iku,go,NA
N10,item_410,word,動作語,action_words,いる（要る）,iru,need,NA
N11,item_411,word,動作語,action_words,いる（居る）,iru,be_there,NA
N12,item_412,word,動作語,action_words,いれる（入れる）,ireru,put_in,NA
N13,item_413,word,動作語,action_words,うたう（歌う）,utau,sing,NA
N14,item_414,word,動作語,action_words,おきる（起きる）,okiru,get_up,NA
N15,item_415,word,動作語,action_words,おく（置く）,oku,put,NA
N16,item_416,word,動作語,action_words,おこる（怒る）,okoru,get_angry,NA
N17,item_417,word,動作語,action_words,おす（押す）,osu,push,NA
N18,item_418,word,動作語,action_words,おちる（落ちる）,ochiru,fall,NA
N19,item_419,word,動作語,action_words,おどる,odoru,dance,NA
N20,item_420,word,動作語,action_words,おぶう,obuu,to_piggyback,NA
N21,item_421,word,動作語,action_words,およぐ（泳ぐ）,oyogu,swim,NA
N22,item_422,word,動作語,action_words,おりる（降りる）,oriru,get_off,NA
N23,item_423,word,動作語,action_words,おわる（終わる）,owaru,end,NA
N24,item_424,word,動作語,action_words,買う,kau,buy,NA
N25,item_425,word,動作語,action_words,かえる（帰る）,kaeru,go_home,NA
N26,item_426,word,動作語,action_words,かく（書く）,kaku,write,NA
N27,item_427,word,動作語,action_words,かくす（隠す）,kakusu,hide,NA
N28,item_428,word,動作語,action_words,かける,kakeru,hang,NA
N29,item_429,word,動作語,action_words,かす（貸す）,kasu,lend,NA
N30,item_430,word,動作語,action_words,かたづける,katazukeru,clean_up,NA
N31,item_431,word,動作語,action_words,かぶる,kaburu,put_on,NA
N32,item_432,word,動作語,action_words,消える,kieru,disappear,NA
N33,item_433,word,動作語,action_words,きく（聞く）,kiku,listen,NA
N34,item_434,word,動作語,action_words,聞こえる,kikoeru,hear,NA
N35,item_435,word,動作語,action_words,着る,kiru,wear,NA
N36,item_436,word,動作語,action_words,切る,kiru,cut,NA
N37,item_437,word,動作語,action_words,くっつける,kuttsukeru,stick,NA
N38,item_438,word,動作語,action_words,くる（来る）,kuru,come,NA
N39,item_439,word,動作語,action_words,ける（蹴る）,keru,kick,NA
N40,item_440,word,動作語,action_words,こぼす,kobosu,spill,NA
N41,item_441,word,動作語,action_words,ころぶ,korobu,fall,NA
N42,item_442,word,動作語,action_words,こわす（壊す）,kowasu,break_down,NA
N43,item_443,word,動作語,action_words,さわる（触る）,sawaru,touch,NA
N44,item_444,word,動作語,action_words,しめる（閉める）,shimeru,close,NA
N45,item_445,word,動作語,action_words,しる（知る）,shiru,know,NA
N46,item_446,word,動作語,action_words,すき（好き）,suki,like,NA
N47,item_447,word,動作語,action_words,捨てる,suteru,throw_away,NA
N48,item_448,word,動作語,action_words,する,suru,do,NA
N49,item_449,word,動作語,action_words,すわる,suwaru,sit,NA
N50,item_450,word,動作語,action_words,だく（抱く）,daku,hug,NA
N51,item_451,word,動作語,action_words,だす（出す）,dasu,put_out,NA
N52,item_452,word,動作語,action_words,たすける（助ける）,tasukeru,help,NA
N53,item_453,word,動作語,action_words,たたく,tataku,hit,NA
N54,item_454,word,動作語,action_words,たつ（立つ）,tatsu,stand,NA
N55,item_455,word,動作語,action_words,たべる（食べる）,taberu,eat,NA
N56,item_456,word,動作語,action_words,つかまえる,tsukamaeru,catch,NA
N57,item_457,word,動作語,action_words,つく（着く）,tsuku,reach,NA
N58,item_458,word,動作語,action_words,つくる（作る）,tsukuru,create,NA
N59,item_459,word,動作語,action_words,つける（付ける）,tsukeru,attach,NA
N60,item_460,word,動作語,action_words,できる（出来る）,dekiru,can_do,NA
N61,item_461,word,動作語,action_words,でる（出る）,deru,get_out,NA
N62,item_462,word,動作語,action_words,とぶ（飛ぶ）,tobu,jump,NA
N63,item_463,word,動作語,action_words,とまる,tomaru,stop,NA
N64,item_464,word,動作語,action_words,とる（取る）,toru,take,NA
N65,item_465,word,動作語,action_words,なおす,naosu,fix,NA
N66,item_466,word,動作語,action_words,なく（泣く）,naku,cry,NA
N67,item_467,word,動作語,action_words,なげる（投げる）,nageru,throw,NA
N68,item_468,word,動作語,action_words,なめる,nameru,lick,NA
N69,item_469,word,動作語,action_words,なる（…なる）,naru,become,NA
N70,item_470,word,動作語,action_words,にげる（逃げる）,nigeru,escape,NA
N71,item_471,word,動作語,action_words,ぬぐ（脱ぐ）,nugu,take_off,NA
N72,item_472,word,動作語,action_words,ぬる（塗る）,nuru,paint,NA
N73,item_473,word,動作語,action_words,ねる（寝る）,neru,sleep,NA
N74,item_474,word,動作語,action_words,のぼる（登る）,noboru,climb,NA
N75,item_475,word,動作語,action_words,のむ（飲む）,nomu,drink,NA
N76,item_476,word,動作語,action_words,のる（乗る）,noru,get_on,NA
N77,item_477,word,動作語,action_words,はいる（入る）,hairu,enter,NA
N78,item_478,word,動作語,action_words,はく（履く）,haku,wear,NA
N79,item_479,word,動作語,action_words,はこぶ（運ぶ）,hakobu,carry,NA
N80,item_480,word,動作語,action_words,はしる（走る）,hashiru,run,NA
N81,item_481,word,動作語,action_words,ひっぱる（引っぱる）,hipparu,pull,NA
N82,item_482,word,動作語,action_words,ひろう（拾う）,hirou,pick_up,NA
N83,item_483,word,動作語,action_words,ふく（拭く）,fuku,wipe,NA
N84,item_484,word,動作語,action_words,ふく（吹く）,fuku,blow,NA
N85,item_485,word,動作語,action_words,ぶつかる,butsukaru,collide,NA
N86,item_486,word,動作語,action_words,ほしい（欲しい）,hoshii,want,NA
N87,item_487,word,動作語,action_words,まつ（待つ）,matsu,wait,NA
N88,item_488,word,動作語,action_words,まわる,mawaru,turn_around,NA
N89,item_489,word,動作語,action_words,みえる,mieru,appear,NA
N90,item_490,word,動作語,action_words,みせる,miseru,show,NA
N91,item_491,word,動作語,action_words,みる（見る）,miru,look,NA
N92,item_492,word,動作語,action_words,むく（皮など）,muku,peel,NA
N93,item_493,word,動作語,action_words,もつ（持つ）,motsu,have,NA
N94,item_494,word,動作語,action_words,持ってくる,mottekuru,bring_up,NA
N95,item_495,word,動作語,action_words,もらう,morau,get,NA
N96,item_496,word,動作語,action_words,やぶる（破る）,yaburu,break,NA
N97,item_497,word,動作語,action_words,やめる,yameru,stop,NA
N98,item_498,word,動作語,action_words,やる,yaru,do,NA
N99,item_499,word,動作語,action_words,よごす（汚す）,yogosu,defile,NA
N100,item_500,word,動作語,action_words,よぶ（呼ぶ）,yobu,call,NA
N101,item_501,word,動作語,action_words,よむ（読む）,yomu,read,NA
N102,item_502,word,動作語,action_words,わかる,wakaru,understand,NA
N103,item_503,word,動作語,action_words,わらう（笑う）,warau,laugh,NA
O1,item_504,word,時間についてのことば,time_words,あさ（朝）,asa,morning,NA
O2,item_505,word,時間についてのことば,time_words,あした（明日）,ashita,tomorrow,NA
O3,item_506,word,時間についてのことば,time_words,あとで,atode,later,NA
O4,item_507,word,時間についてのことば,time_words,いま（今）,ima,now,NA
O5,item_508,word,時間についてのことば,time_words,きのう（昨日）,kinou,yesterday,NA
O6,item_509,word,時間についてのことば,time_words,きょう（今日）,kyou,today,NA
O7,item_510,word,時間についてのことば,time_words,さっき,sakki,a_moment_ago,NA
O8,item_511,word,時間についてのことば,time_words,時間,jikan,time,NA
O9,item_512,word,時間についてのことば,time_words,ひる（昼）,hiru,daytime,NA
O10,item_513,word,時間についてのことば,time_words,まだ,mada,yet,NA
O11,item_514,word,時間についてのことば,time_words,夕方,yuugata,evening,NA
O12,item_515,word,時間についてのことば,time_words,よる（夜）,yoru,night,NA
P1,item_516,word,ようす・性質,descriptive_words,青い,aoi,blue,NA
P2,item_517,word,ようす・性質,descriptive_words,赤い,akai,red,NA
P3,item_518,word,ようす・性質,descriptive_words,明るい,akarui,bright,NA
P4,item_519,word,ようす・性質,descriptive_words,あたらしい,atarashii,new,NA
P5,item_520,word,ようす・性質,descriptive_words,あつい（熱い・暑い）,atsui,hot,NA
P6,item_521,word,ようす・性質,descriptive_words,あまい,amai,sweet,NA
P7,item_522,word,ようす・性質,descriptive_words,いい,ii,good,NA
P8,item_523,word,ようす・性質,descriptive_words,いじわる,ijiwaru,mean,NA
P9,item_524,word,ようす・性質,descriptive_words,いたい（痛い）,itai,painful,NA
P10,item_525,word,ようす・性質,descriptive_words,うまい,umai,good,NA
P11,item_526,word,ようす・性質,descriptive_words,うるさい,urusai,noisy,NA
P12,item_527,word,ようす・性質,descriptive_words,うれしい,ureshii,glad,NA
P13,item_528,word,ようす・性質,descriptive_words,おいしい,oishii,delicious,NA
P14,item_529,word,ようす・性質,descriptive_words,大きい,ookii,large,NA
P15,item_530,word,ようす・性質,descriptive_words,おかしい,okashii,funny,NA
P16,item_531,word,ようす・性質,descriptive_words,遅い,osoi,slow,NA
P17,item_532,word,ようす・性質,descriptive_words,重い,omoi,heavy,NA
P18,item_533,word,ようす・性質,descriptive_words,おりこう,orikou,clever,NA
P19,item_534,word,ようす・性質,descriptive_words,かたい（固い）,katai,hard,NA
P20,item_535,word,ようす・性質,descriptive_words,かゆい,kayui,itchy,NA
P21,item_536,word,ようす・性質,descriptive_words,からい,karai,spicy,NA
P22,item_537,word,ようす・性質,descriptive_words,からっぽ,karappo,empty,NA
P23,item_538,word,ようす・性質,descriptive_words,かわいい,kawaii,cute,NA
P24,item_539,word,ようす・性質,descriptive_words,かわいそう,kawaisou,pity,NA
P25,item_540,word,ようす・性質,descriptive_words,かわいた,kawaita,dried,NA
P26,item_541,word,ようす・性質,descriptive_words,きたない,kitanai,dirty,NA
P27,item_542,word,ようす・性質,descriptive_words,きらい（嫌い）,kirai,dislike,NA
P28,item_543,word,ようす・性質,descriptive_words,きれい,kirei,clean,NA
P29,item_544,word,ようす・性質,descriptive_words,くさい（臭い）,kusai,odor,NA
P30,item_545,word,ようす・性質,descriptive_words,くらい（暗い）,kurai,dark,NA
P31,item_546,word,ようす・性質,descriptive_words,黒い,kuroi,black,NA
P32,item_547,word,ようす・性質,descriptive_words,元気,genki,energy,NA
P33,item_548,word,ようす・性質,descriptive_words,こわい,kowai,scary,NA
P34,item_549,word,ようす・性質,descriptive_words,寒い,samui,cold,NA
P35,item_550,word,ようす・性質,descriptive_words,四角い,shikakui,square,NA
P36,item_551,word,ようす・性質,descriptive_words,しずか（静か）,shizuka,quiet,NA
P37,item_552,word,ようす・性質,descriptive_words,じょうず,jyouzu,good,NA
P38,item_553,word,ようす・性質,descriptive_words,白い,shiroi,white,NA
P39,item_554,word,ようす・性質,descriptive_words,すごい,sugoi,great,NA
P40,item_555,word,ようす・性質,descriptive_words,すっぱい,suppai,sour,NA
P41,item_556,word,ようす・性質,descriptive_words,だいじ（大事）,daiji,important,NA
P42,item_557,word,ようす・性質,descriptive_words,大丈夫,daijoubu,all_right,NA
P43,item_558,word,ようす・性質,descriptive_words,たかい（高い）,takai,high,NA
P44,item_559,word,ようす・性質,descriptive_words,たのしい（楽しい）,tanoshii,pleasant,NA
P45,item_560,word,ようす・性質,descriptive_words,小さい,chiisai,small,NA
P46,item_561,word,ようす・性質,descriptive_words,ちがう,chigau,wrong,NA
P47,item_562,word,ようす・性質,descriptive_words,疲れた,tsukareta,exhausted,NA
P48,item_563,word,ようす・性質,descriptive_words,つめたい（冷たい）,tsumetai,cold,NA
P49,item_564,word,ようす・性質,descriptive_words,ない,nai,none,NA
P50,item_565,word,ようす・性質,descriptive_words,長い,nagai,long,NA
P51,item_566,word,ようす・性質,descriptive_words,ぬれた（濡れた）,nureta,wet,NA
P52,item_567,word,ようす・性質,descriptive_words,ねむい,nemui,sleepy,NA
P53,item_568,word,ようす・性質,descriptive_words,はやい,hayai,fast,NA
P54,item_569,word,ようす・性質,descriptive_words,病気,byouki,sick,NA
P55,item_570,word,ようす・性質,descriptive_words,へん（変）,hen,strange,NA
P56,item_571,word,ようす・性質,descriptive_words,まずい,mazui,bad_taste,NA
P57,item_572,word,ようす・性質,descriptive_words,まるい（丸い）,marui,round,NA
P58,item_573,word,ようす・性質,descriptive_words,みどり（緑）,midori,green,NA
P59,item_574,word,ようす・性質,descriptive_words,むずかしい,muzukashii,difficult,NA
P60,item_575,word,ようす・性質,descriptive_words,やさしい,yasashii,easy,NA
P61,item_576,word,ようす・性質,descriptive_words,やわらかい（柔らかい）,yawarakai,soft,NA
P62,item_577,word,ようす・性質,descriptive_words,ゆっくり,yukkuri,slowly,NA
P63,item_578,word,ようす・性質,descriptive_words,悪い,warui,bad,NA
Q1,item_579,word,代名詞,pronouns,あそこ,asoko,overthere,NA
Q2,item_580,word,代名詞,pronouns,あっち,acchi,overthere,NA
Q3,item_581,word,代名詞,pronouns,あの,ano,that,NA
Q4,item_582,word,代名詞,pronouns,あれ,are,that,NA
Q5,item_583,word,代名詞,pronouns,あんた,anta,you,NA
Q6,item_584,word,代名詞,pronouns,あんな,anna,such,NA
Q7,item_585,word,代名詞,pronouns,こう,kou,like_this,NA
Q8,item_586,word,代名詞,pronouns,ここ,koko,here,NA
Q9,item_587,word,代名詞,pronouns,こっち,kocchi,here,NA
Q10,item_588,word,代名詞,pronouns,この,kono,this,NA
Q11,item_589,word,代名詞,pronouns,これ,kore,this,NA
Q12,item_590,word,代名詞,pronouns,こんな,konna,such,NA
Q13,item_591,word,代名詞,pronouns,そう,sou,so,NA
Q14,item_592,word,代名詞,pronouns,そこ,soko,there,NA
Q15,item_593,word,代名詞,pronouns,そっち,socchi,over_there,NA
Q16,item_594,word,代名詞,pronouns,その,sono,that,NA
Q17,item_595,word,代名詞,pronouns,それ,sore,it,NA
Q18,item_596,word,代名詞,pronouns,そんな,sonna,such,NA
Q19,item_597,word,代名詞,pronouns,ぼく,boku,i,NA
Q20,item_598,word,代名詞,pronouns,ぼくの,bokuno,my,NA
Q21,item_599,word,代名詞,pronouns,わたし,watashi,i,NA
Q22,item_600,word,代名詞,pronouns,わたしの,watashino,my,NA
R1,item_601,word,質問のことば,question_words,いつ,itsu,when,NA
R2,item_602,word,質問のことば,question_words,だれ,dare,who,NA
R3,item_603,word,質問のことば,question_words,どう,dou,how,NA
R4,item_604,word,質問のことば,question_words,どうして,doushite,why,NA
R5,item_605,word,質問のことば,question_words,どこ,doko,where,NA
R6,item_606,word,質問のことば,question_words,どっち,docchi,which,NA
R7,item_607,word,質問のことば,question_words,どれ,dore,which_one,NA
R8,item_608,word,質問のことば,question_words,なぜ,naze,why,NA
R9,item_609,word,質問のことば,question_words,なに,nani,what,NA
R10,item_610,word,質問のことば,question_words,なんで,nande,why,NA
S1,item_611,word,位置と場所についてのことば,locations,あいだ,aida,between,NA
S2,item_612,word,位置と場所についてのことば,locations,うえ（上）,ue,up,NA
S3,item_613,word,位置と場所についてのことば,locations,うしろ（後ろ）,ushiro,behind,NA
S4,item_614,word,位置と場所についてのことば,locations,うち（内）,uchi,inside,NA
S5,item_615,word,位置と場所についてのことば,locations,かど（角）,kado,horn,NA
S6,item_616,word,位置と場所についてのことば,locations,した（下）,shita,under,NA
S7,item_617,word,位置と場所についてのことば,locations,すみ（隅）,sumi,corner,NA
S8,item_618,word,位置と場所についてのことば,locations,そと（外）,soto,outside,NA
S9,item_619,word,位置と場所についてのことば,locations,そば,soba,by_the_side,NA
S10,item_620,word,位置と場所についてのことば,locations,近く,chikaku,near,NA
S11,item_621,word,位置と場所についてのことば,locations,つぎ（次）,tsugi,next,NA
S12,item_622,word,位置と場所についてのことば,locations,遠く,tooku,far,NA
S13,item_623,word,位置と場所についてのことば,locations,ところ・とこ,tokoro_toko,place,NA
S14,item_624,word,位置と場所についてのことば,locations,となり（隣り）,tonari,next_to,NA
S15,item_625,word,位置と場所についてのことば,locations,なか（中）,naka,center,NA
S16,item_626,word,位置と場所についてのことば,locations,はし（端）,hashi,end,NA
S17,item_627,word,位置と場所についてのことば,locations,反対,hantai,opposite,NA
S18,item_628,word,位置と場所についてのことば,locations,左,hidari,left,NA
S19,item_629,word,位置と場所についてのことば,locations,ふち（縁）,fuchi,edge,NA
S20,item_630,word,位置と場所についてのことば,locations,まえ（前）,mae,before,NA
S21,item_631,word,位置と場所についてのことば,locations,まわり,mawari,around,NA
S22,item_632,word,位置と場所についてのことば,locations,まん中,mannaka,middle,NA
S23,item_633,word,位置と場所についてのことば,locations,右,migi,right,NA
S24,item_634,word,位置と場所についてのことば,locations,むこう（向こう）,mukou,over_there,NA
S25,item_635,word,位置と場所についてのことば,locations,よこ（横）,yoko,beside,NA
S26,item_636,word,位置と場所についてのことば,locations,わき,waki,side,NA
T1,item_637,word,数量をあらわすことば,quantifiers,いち,ichi,one,NA
T2,item_638,word,数量をあらわすことば,quantifiers,いちばん（一番）,ichiban,first,NA
T3,item_639,word,数量をあらわすことば,quantifiers,いっかい（一回）,ikkai,once,NA
T4,item_640,word,数量をあらわすことば,quantifiers,いっしょ（一緒）,issho,together,NA
T5,item_641,word,数量をあらわすことば,quantifiers,いっぱい,ippai,full,NA
T6,item_642,word,数量をあらわすことば,quantifiers,同じ,onaji,same,NA
T7,item_643,word,数量をあらわすことば,quantifiers,ぜんぶ（全部）,zenbu,all,NA
T8,item_644,word,数量をあらわすことば,quantifiers,たくさん,takusan,lots,NA
T9,item_645,word,数量をあらわすことば,quantifiers,ちょっと,chotto,a_little,NA
T10,item_646,word,数量をあらわすことば,quantifiers,なし,nashi,none,NA
T11,item_647,word,数量をあらわすことば,quantifiers,半分,hanbun,half,NA
T12,item_648,word,数量をあらわすことば,quantifiers,ひとつ,hitotsu,one,NA
T13,item_649,word,数量をあらわすことば,quantifiers,ほかの,hokano,other,NA
T14,item_650,word,数量をあらわすことば,quantifiers,みんな,minna,everyone,NA
T15,item_651,word,数量をあらわすことば,quantifiers,もういっかい,mouikkai,again,NA
T16,item_652,word,数量をあらわすことば,quantifiers,もうひとつ・もひとつ,mouhitotsu_mohitotsu,another,NA
T17,item_653,word,数量をあらわすことば,quantifiers,もっと,motto,more,NA
U1,item_654,word,接続語,connecting_words,そして,soshite,and,NA
U2,item_655,word,接続語,connecting_words,だから,dakara,so,NA
U3,item_656,word,接続語,connecting_words,だけど,dakedo,however,NA
U4,item_657,word,接続語,connecting_words,だって,datte,because,NA
U5,item_658,word,接続語,connecting_words,でも,demo,but,NA
U6,item_659,word,接続語,connecting_words,もしも,moshimo,if,NA
V1,item_660,word,幼児語（その２）,sounds2,エンエン（泣く）,enen,cry,NA
V2,item_661,word,幼児語（その２）,sounds2,おてて（お手々）,otete,hand,NA
V3,item_662,word,幼児語（その２）,sounds2,おんぶ,onbu,piggyback_ride,NA
V4,item_663,word,幼児語（その２）,sounds2,カーカー（カラス）,kaakaa,caw_caw,NA
V5,item_664,word,幼児語（その２）,sounds2,きれいきれい,kireikirei,clean_up,NA
V6,item_665,word,幼児語（その２）,sounds2,クック（靴）,kukku,shoes,NA
V7,item_666,word,幼児語（その２）,sounds2,ぐるぐる,guruguru,spin,NA
V8,item_667,word,幼児語（その２）,sounds2,ごっつん,gottsun,hit_head,NA
V9,item_668,word,幼児語（その２）,sounds2,ジャー（水などこぼす時）,jaa,spill_water,NA
V10,item_669,word,幼児語（その２）,sounds2,ジージ・ジジ（祖父）,jiiji_jiji,grandfather,NA
V11,item_670,word,幼児語（その２）,sounds2,ジージ（字）,jiiji,writing,NA
V12,item_671,word,幼児語（その２）,sounds2,シーシ（おしっこ）,shiishi,pee,NA
V13,item_672,word,幼児語（その２）,sounds2,タイタイ・おとと（魚）,taitai_ototo,fish,NA
V14,item_673,word,幼児語（その２）,sounds2,だっこ,dakko,hold_me,NA
V15,item_674,word,幼児語（その２）,sounds2,ちゃんこ（おすわり）,chanko,sitting,NA
V16,item_675,word,幼児語（その２）,sounds2,チューチュー（ねずみ）,cyuucyuu,squeak,NA
V17,item_676,word,幼児語（その２）,sounds2,チュンチュン（鳥）,cyuncyun,little_bird,NA
V18,item_677,word,幼児語（その２）,sounds2,チョキチョキ（はさみ）,chokichoki,scissors,NA
V19,item_678,word,幼児語（その２）,sounds2,ないない（片づけ）,nainai,clean_up,NA
V20,item_679,word,幼児語（その２）,sounds2,ネンネ,nenne,sleep,NA
V21,item_680,word,幼児語（その２）,sounds2,バーバ・ババ（祖母）,baaba_baba,grandmother,NA
V22,item_681,word,幼児語（その２）,sounds2,パカパカ（馬）,pakapaka,horse,NA
V23,item_682,word,幼児語（その２）,sounds2,パクパク（食べる時）,pakupaku,eat,NA
V24,item_683,word,幼児語（その２）,sounds2,ぴよぴよ（ひよこ）,piyopiyo,chirp,NA
V25,item_684,word,幼児語（その２）,sounds2,ブーブー（豚）,buubuu,oink,NA
V26,item_685,word,幼児語（その２）,sounds2,ブーン（飛行機）,buun,airplane,NA
V27,item_686,word,幼児語（その２）,sounds2,ポーン（投げる）,poon,throw,NA
V28,item_687,word,幼児語（その２）,sounds2,ポンポン（おなか）,ponpon,stomach,NA
V29,item_688,word,幼児語（その２）,sounds2,マンマ（食べ物）,manma,food,NA
W1,item_689,word,会話語,conversations,あっ,at,ah,NA
W2,item_690,word,会話語,conversations,あのね,anone,well,NA
W3,item_691,word,会話語,conversations,あれっ・あら,aret_ara,what?,NA
W4,item_692,word,会話語,conversations,いいよ,iiyo,ok,NA
W5,item_693,word,会話語,conversations,いや,iya,disagreeable,NA
W6,item_694,word,会話語,conversations,ううん（打ち消し）,uun,no,NA
W7,item_695,word,会話語,conversations,うん（返事として）,un,yup,NA
W8,item_696,word,会話語,conversations,えっと・ええと,etto_eeto,um,NA
W9,item_697,word,会話語,conversations,そうそう,sousou,oh_yeah,NA
W10,item_698,word,会話語,conversations,ねえ,nee,hey,NA
W11,item_699,word,会話語,conversations,ほら,hora,you_see,NA
W12,item_700,word,会話語,conversations,もしもし,moshimoshi,hello,NA
W13,item_701,word,会話語,conversations,やだ・いやだ,yada_iyada,no,NA
W14,item_702,word,会話語,conversations,ん（間をとるのに）,n,hmm,NA
X1,item_703,word,その他,others,あった（見つけた時に）,atta,found_it,NA
X2,item_704,word,その他,others,おいで,oide,come_here,NA
X3,item_705,word,その他,others,カンパーイ（乾杯）,kanpaai,cheers,NA
X4,item_706,word,その他,others,こんど,kondo,next_time,NA
X5,item_707,word,その他,others,しまう,shimau,store,NA
X6,item_708,word,その他,others,また,mata,also,NA
X7,item_709,word,その他,others,もう,mou,already,NA
X8,item_710,word,その他,others,よいしょ,yoisho,heave_ho,NA
X9,item_711,word,その他,others,よしよし,yoshiyoshi,there_there,NA
